image	bicycle	bird	bottle	car	chair	diningtable	dog	person	pottedplant	sofa	
00012285	0.937677	0.453072	0.949822	0.551803	0.352601	0.769712	0.333390	0.604344	0.922585	0.385303	
00012286	0.047787	0.394759	0.750147	0.772998	0.850659	0.393612	0.346075	0.170253	0.367454	0.015998	
00012287	0.053978	0.961595	0.019577	0.740750	0.703260	0.637750	0.439280	0.567849	0.038050	0.348078	
00012288	0.020618	0.008178	0.755167	0.907675	0.163095	0.564516	0.840495	0.844815	0.648891	0.505278	
00012289	0.681479	0.398439	0.911801	0.463715	0.197888	0.351810	0.798128	0.387638	0.817795	0.532909	
00012290	0.598629	0.487772	0.347754	0.400803	0.937546	0.214927	0.665766	0.614336	0.421055	0.402882	
00012291	0.114030	0.618137	0.071285	0.943901	0.262384	0.996145	0.253354	0.511441	0.804999	0.144282	
00012292	0.796245	0.070010	0.855089	0.095615	0.040756	0.704611	0.349255	0.422069	0.206866	0.852866	
00012293	0.617851	0.142688	0.094353	0.558748	0.648823	0.525261	0.455210	0.100299	0.311174	0.865662	
00012294	0.070214	0.654227	0.549568	0.317395	0.386716	0.413982	0.706724	0.775808	0.872605	0.051397	
00012295	0.069279	0.218320	0.915525	0.944771	0.704544	0.209567	0.499062	0.261107	0.586736	0.956638	
00012296	0.136007	0.119132	0.522012	0.618902	0.069218	0.805293	0.348409	0.055821	0.751807	0.366844	
00012297	0.788891	0.043137	0.051965	0.464386	0.931033	0.403729	0.806471	0.362384	0.755008	0.999264	
00012298	0.092398	0.165558	0.440909	0.879032	0.254935	0.102894	0.173125	0.204735	0.028024	0.543916	
00012299	0.237869	0.511106	0.691189	0.732685	0.672498	0.873320	0.214908	0.683874	0.642247	0.805233	
00012300	0.243648	0.867268	0.261378	0.589215	0.252420	0.615885	0.845380	0.121386	0.692888	0.785356	
00012301	0.104822	0.766261	0.895908	0.100644	0.944450	0.623856	0.433225	0.496511	0.232180	0.666311	
00012302	0.858353	0.134951	0.459712	0.021878	0.326339	0.296979	0.940036	0.653882	0.290477	0.098962	
00012303	0.698200	0.064921	0.232019	0.084297	0.936759	0.683958	0.782387	0.531370	0.205607	0.128034	
00012304	0.733742	0.672445	0.195943	0.455153	0.261472	0.424783	0.828082	0.954873	0.843161	0.437339	
00012305	0.650531	0.482207	0.849694	0.188319	0.842273	0.730889	0.275293	0.711451	0.095302	0.783075	
00012306	0.516271	0.495418	0.741609	0.075126	0.650622	0.632945	0.388151	0.848872	0.190707	0.267552	
00012307	0.326388	0.313484	0.662215	0.329067	0.634537	0.914823	0.933597	0.464571	0.763078	0.330052	
00012308	0.661776	0.323501	0.107088	0.227287	0.298157	0.265801	0.445935	0.831917	0.214858	0.920081	
00012309	0.117565	0.909101	0.836173	0.337171	0.653227	0.008181	0.263173	0.552036	0.046862	0.481539	
00012310	0.147817	0.450337	0.454915	0.552447	0.979222	0.727868	0.737101	0.363590	0.178620	0.208972	
00012311	0.019765	0.748636	0.650630	0.968311	0.701301	0.809734	0.555511	0.677023	0.437142	0.879552	
00012312	0.964292	0.185253	0.904423	0.227230	0.353894	0.376602	0.507722	0.765664	0.701566	0.625432	
00012313	0.970373	0.084922	0.110706	0.400146	0.740280	0.319659	0.346667	0.462302	0.436658	0.412224	
00012314	0.123861	0.207029	0.603830	0.990771	0.295102	0.893321	0.004508	0.616887	0.332717	0.950417	
00012315	0.467410	0.558916	0.016382	0.462019	0.470141	0.467660	0.282702	0.195282	0.485961	0.924114	
00012316	0.656694	0.661700	0.091210	0.984530	0.758471	0.922059	0.845259	0.676484	0.010981	0.959487	
00012317	0.290186	0.939213	0.905672	0.498440	0.540714	0.672307	0.314815	0.196548	0.053858	0.316605	
00012318	0.754537	0.040245	0.547619	0.988004	0.808073	0.124686	0.941320	0.566203	0.357293	0.510218	
00012319	0.558118	0.163658	0.644206	0.538099	0.150780	0.455641	0.668266	0.950976	0.768967	0.058147	
00012320	0.427793	0.438123	0.235877	0.132896	0.200809	0.337181	0.010256	0.962358	0.614345	0.620921	
00012321	0.267194	0.325668	0.620574	0.339203	0.764322	0.805028	0.736610	0.780872	0.583929	0.259473	
00012322	0.753736	0.089932	0.078982	0.729008	0.297219	0.526172	0.380752	0.771414	0.704574	0.312752	
00012323	0.898376	0.810320	0.645751	0.415644	0.497336	0.097615	0.998992	0.498902	0.510182	0.091131	
00012324	0.728444	0.399559	0.176300	0.924721	0.630128	0.454548	0.202681	0.111738	0.576299	0.142342	
00012325	0.406830	0.655314	0.618925	0.070292	0.424238	0.961846	0.149762	0.915425	0.965642	0.150321	
00012326	0.938316	0.566843	0.970324	0.379396	0.193611	0.447259	0.801108	0.855278	0.147435	0.313121	
00012327	0.255427	0.003122	0.669193	0.565159	0.068318	0.158640	0.965380	0.194865	0.775421	0.860157	
00012328	0.533163	0.651351	0.331811	0.756592	0.108638	0.583216	0.921387	0.379097	0.689597	0.649783	
00012329	0.954755	0.317097	0.457887	0.733666	0.438431	0.954587	0.769141	0.199557	0.118246	0.760918	
00012330	0.267748	0.265934	0.024949	0.381245	0.388748	0.847203	0.433092	0.633207	0.759073	0.125960	
00012331	0.250085	0.460448	0.523105	0.904656	0.251879	0.086257	0.052887	0.110980	0.333508	0.766267	
00012332	0.927673	0.623161	0.989192	0.193021	0.641995	0.857425	0.960031	0.970892	0.676714	0.527780	
00012333	0.068582	0.801853	0.723364	0.890348	0.647366	0.942704	0.155814	0.943316	0.397713	0.852237	
00012334	0.299400	0.561164	0.396945	0.258176	0.622152	0.991309	0.140436	0.643864	0.133518	0.653612	
00012335	0.591584	0.024804	0.590730	0.413657	0.030239	0.810548	0.715068	0.428537	0.616647	0.428179	
00012336	0.203299	0.793540	0.573180	0.003279	0.248795	0.247976	0.945602	0.836139	0.796513	0.785232	
00012337	0.635883	0.273089	0.507674	0.545836	0.713102	0.266324	0.744923	0.144608	0.588618	0.229718	
00012338	0.798370	0.822911	0.145546	0.345007	0.733480	0.105499	0.561135	0.166214	0.564754	0.750848	
00012339	0.501701	0.688555	0.290949	0.645588	0.888436	0.289658	0.145361	0.914477	0.180873	0.431641	
00012340	0.650812	0.603902	0.501144	0.932185	0.538918	0.161336	0.634090	0.481420	0.511529	0.765086	
00012341	0.795955	0.386950	0.141870	0.587708	0.191572	0.734694	0.627567	0.399169	0.964749	0.157885	
00012342	0.233374	0.065535	0.406383	0.260603	0.772492	0.442716	0.848272	0.519999	0.547284	0.335249	
00012343	0.600839	0.998593	0.593103	0.899946	0.618356	0.741532	0.902795	0.917020	0.554359	0.722804	
00012344	0.112462	0.661044	0.809380	0.017246	0.938496	0.999169	0.121395	0.665958	0.193814	0.383114	
00012345	0.515766	0.229172	0.470599	0.227921	0.491891	0.824710	0.079647	0.100062	0.269542	0.078461	
00012346	0.837841	0.092255	0.674122	0.716858	0.354297	0.576865	0.541554	0.928957	0.929511	0.046681	
00012347	0.920790	0.240979	0.757180	0.099628	0.814240	0.492632	0.843448	0.225968	0.103005	0.231046	
00012348	0.498228	0.902570	0.182100	0.717018	0.321234	0.233682	0.054924	0.828051	0.183601	0.772421	
00012349	0.277611	0.217348	0.619639	0.239581	0.976179	0.153730	0.797654	0.924523	0.243076	0.788837	
00012350	0.652520	0.479523	0.769927	0.412839	0.378337	0.718162	0.011873	0.810523	0.744657	0.648504	
00012351	0.917299	0.909228	0.421086	0.289440	0.092745	0.600566	0.295383	0.722847	0.243926	0.748136	
00012352	0.509839	0.193782	0.438989	0.151618	0.021037	0.514161	0.219784	0.142627	0.411454	0.703971	
00012353	0.974191	0.447988	0.488780	0.309802	0.529247	0.841558	0.980086	0.725367	0.264720	0.343933	
00012354	0.197279	0.617800	0.216833	0.633439	0.096898	0.283672	0.092657	0.771604	0.470241	0.809935	
00012355	0.111185	0.594213	0.832912	0.022592	0.914833	0.500974	0.721647	0.685773	0.384263	0.241067	
00012356	0.297354	0.665877	0.501544	0.624160	0.723567	0.106867	0.805763	0.946673	0.208789	0.545539	
00012357	0.396419	0.267680	0.102732	0.200189	0.458015	0.327916	0.344434	0.715044	0.077387	0.403156	
00012358	0.420756	0.423867	0.364360	0.397056	0.270887	0.656718	0.961038	0.245437	0.940866	0.528332	
00012359	0.311475	0.799324	0.820802	0.465831	0.831363	0.876775	0.787530	0.185144	0.522080	0.967096	
00012360	0.693843	0.932313	0.122844	0.798358	0.057392	0.762103	0.463234	0.260874	0.280245	0.487257	
00012361	0.091872	0.469719	0.649359	0.221004	0.555330	0.811854	0.412391	0.078525	0.416920	0.105336	
00012362	0.402089	0.306303	0.736625	0.382386	0.594789	0.478321	0.010954	0.031034	0.264584	0.433097	
00012363	0.295181	0.439372	0.710665	0.906787	0.307003	0.284830	0.381937	0.483976	0.524626	0.926309	
00012364	0.306497	0.306860	0.105335	0.123876	0.365963	0.453459	0.044886	0.407129	0.405801	0.943894	
00012365	0.105561	0.275013	0.958604	0.045057	0.993710	0.287340	0.842530	0.468669	0.553597	0.075507	
00012366	0.593828	0.138747	0.423693	0.689604	0.617176	0.357383	0.060565	0.627945	0.270714	0.793245	
00012367	0.282728	0.166547	0.560113	0.298121	0.816705	0.613112	0.173059	0.292702	0.792314	0.655171	
00012368	0.155222	0.493947	0.098783	0.996560	0.600860	0.414529	0.988786	0.105454	0.031891	0.910622	
00012369	0.000659	0.086584	0.483118	0.183932	0.054226	0.921378	0.342016	0.532700	0.680625	0.881311	
00012370	0.283595	0.926839	0.153625	0.555147	0.059501	0.321078	0.533906	0.914611	0.872587	0.167753	
00012371	0.550811	0.148476	0.308470	0.591298	0.434306	0.751011	0.940765	0.611328	0.991789	0.733882	
00012372	0.870902	0.160479	0.130916	0.499037	0.687143	0.205397	0.038341	0.883386	0.796762	0.192307	
00012373	0.042253	0.717724	0.343519	0.462560	0.673339	0.303661	0.174073	0.322803	0.650675	0.524047	
00012374	0.904722	0.674894	0.663060	0.152769	0.359213	0.268658	0.169871	0.223811	0.535099	0.456776	
00012375	0.130974	0.358520	0.516203	0.258559	0.491322	0.693142	0.777156	0.729784	0.287398	0.965629	
00012376	0.833729	0.090458	0.796667	0.722380	0.173042	0.166851	0.033992	0.351715	0.098423	0.582155	
00012377	0.800468	0.008248	0.576596	0.996347	0.111937	0.531561	0.490370	0.375433	0.589888	0.961969	
00012378	0.917880	0.372779	0.066874	0.555310	0.574325	0.201309	0.746964	0.292221	0.914317	0.680191	
00012379	0.137304	0.788307	0.248482	0.643679	0.371526	0.157170	0.766697	0.336310	0.371213	0.403937	
00012380	0.504732	0.447286	0.908679	0.680807	0.357446	0.756945	0.306454	0.834725	0.284149	0.125414	
00012381	0.404958	0.099625	0.889508	0.952810	0.095402	0.914743	0.197019	0.930962	0.222734	0.467277	
00012382	0.173572	0.805831	0.989806	0.366399	0.984978	0.219757	0.501363	0.660395	0.053135	0.951460	
00012383	0.575184	0.659455	0.323655	0.469222	0.423166	0.168698	0.029427	0.800442	0.898233	0.890983	
00012384	0.606218	0.452364	0.987420	0.128540	0.765568	0.799184	0.428843	0.289809	0.199414	0.277332	
00012385	0.214446	0.533362	0.613865	0.079807	0.745279	0.611404	0.582273	0.980118	0.714269	0.302584	
00012386	0.519932	0.526665	0.652082	0.544008	0.866153	0.773494	0.070604	0.934661	0.731355	0.195085	
00012387	0.989186	0.629681	0.601346	0.672307	0.809391	0.553898	0.682110	0.252889	0.228927	0.393143	
00012388	0.489915	0.646564	0.797794	0.843507	0.521616	0.293617	0.872217	0.702014	0.688369	0.966010	
00012389	0.694873	0.191831	0.610447	0.598325	0.256170	0.590603	0.048825	0.227204	0.762081	0.576901	
00012390	0.411422	0.801732	0.377239	0.062401	0.883051	0.163707	0.070446	0.702599	0.350054	0.013366	
00012391	0.034777	0.196571	0.174647	0.737646	0.847906	0.371432	0.370328	0.372388	0.245579	0.920352	
00012392	0.292832	0.411294	0.059914	0.153585	0.020778	0.901978	0.182226	0.764357	0.223200	0.254820	
00012393	0.801442	0.235693	0.152353	0.085107	0.060038	0.410454	0.063153	0.578817	0.246810	0.451880	
00012394	0.346502	0.272205	0.383419	0.049007	0.689282	0.830105	0.326634	0.346621	0.730864	0.341295	
00012395	0.083316	0.008668	0.013084	0.080403	0.260710	0.973436	0.860567	0.647895	0.804365	0.392068	
00012396	0.511106	0.928281	0.965374	0.213290	0.020928	0.561048	0.595197	0.790105	0.776823	0.299590	
00012397	0.366833	0.520219	0.318187	0.388538	0.591733	0.683836	0.420406	0.214318	0.162408	0.031307	
00012398	0.739480	0.464126	0.955604	0.287982	0.039597	0.545784	0.502019	0.964217	0.347174	0.539558	
00012399	0.524740	0.523530	0.028960	0.149711	0.102685	0.749088	0.350203	0.184434	0.030700	0.915832	
00012400	0.804521	0.336812	0.397179	0.633817	0.361187	0.643354	0.128875	0.688455	0.034983	0.284788	
00012401	0.816911	0.332379	0.277810	0.113691	0.007933	0.145898	0.535247	0.877845	0.480000	0.911947	
00012402	0.189471	0.988288	0.361853	0.734481	0.464669	0.838016	0.397499	0.960482	0.024055	0.601484	
00012403	0.123693	0.473717	0.780453	0.890022	0.116756	0.130128	0.597427	0.448048	0.876854	0.131510	
00012404	0.820996	0.746861	0.445664	0.442910	0.718533	0.686559	0.343169	0.660161	0.678361	0.016643	
00012405	0.637898	0.669959	0.057312	0.408086	0.667565	0.940306	0.191431	0.177909	0.819307	0.739458	
00012406	0.016120	0.795592	0.047994	0.413853	0.559203	0.455358	0.005060	0.570203	0.195924	0.043915	
00012407	0.895955	0.272543	0.530815	0.878702	0.567229	0.111384	0.133101	0.875365	0.457011	0.229350	
00012408	0.515375	0.283915	0.766768	0.527216	0.466629	0.061614	0.536710	0.188963	0.448970	0.173994	
00012409	0.544522	0.717256	0.614629	0.127744	0.370782	0.776188	0.157018	0.520634	0.228871	0.485201	
00012410	0.606442	0.184637	0.932433	0.211536	0.035047	0.002714	0.427600	0.412905	0.110857	0.724505	
00012411	0.760436	0.833703	0.781577	0.168248	0.864845	0.606765	0.921580	0.390760	0.584537	0.554207	
00012412	0.855347	0.169665	0.754903	0.354724	0.960696	0.356901	0.826954	0.460862	0.578799	0.233750	
00012413	0.382868	0.953266	0.326217	0.364559	0.909970	0.394590	0.986116	0.841927	0.742880	0.280884	
00012414	0.084649	0.722548	0.521981	0.551677	0.755177	0.396591	0.856151	0.105502	0.772741	0.087385	
00012415	0.733873	0.134248	0.645579	0.131342	0.285810	0.419350	0.201120	0.583814	0.527608	0.909297	
00012416	0.331989	0.853092	0.511238	0.710388	0.329892	0.827039	0.326064	0.417639	0.358070	0.391272	
00012417	0.839750	0.931693	0.662100	0.354988	0.470828	0.726058	0.842998	0.285878	0.339844	0.898022	
00012418	0.371723	0.564185	0.231310	0.647080	0.569222	0.905234	0.067359	0.852881	0.901848	0.741691	
00012419	0.828215	0.398823	0.982569	0.425283	0.602735	0.782628	0.797087	0.322958	0.674072	0.958235	
00012420	0.176519	0.441603	0.085919	0.757335	0.238054	0.326905	0.711238	0.047341	0.325752	0.820770	
00012421	0.129520	0.701681	0.412678	0.242964	0.576399	0.201657	0.356854	0.736750	0.859416	0.319056	
00012422	0.879884	0.260043	0.985284	0.188444	0.368382	0.655009	0.409761	0.026057	0.703514	0.129978	
00012423	0.044079	0.028529	0.485259	0.152736	0.271616	0.108908	0.066035	0.005979	0.919436	0.777211	
00012424	0.686720	0.947965	0.611872	0.991214	0.985503	0.885964	0.836856	0.425603	0.607817	0.938171	
00012425	0.733773	0.996169	0.011220	0.974719	0.647920	0.587308	0.296995	0.114312	0.317451	0.006029	
00012426	0.437172	0.779483	0.768552	0.922101	0.391025	0.781286	0.896896	0.110734	0.508541	0.922294	
00012427	0.379839	0.989401	0.741560	0.451303	0.115870	0.596631	0.306498	0.600376	0.862660	0.907153	
00012428	0.979657	0.487553	0.217347	0.201801	0.308374	0.174493	0.406555	0.371173	0.007817	0.310341	
00012429	0.398993	0.127983	0.397321	0.375567	0.041401	0.080462	0.856754	0.197762	0.587402	0.482247	
00012430	0.440187	0.464367	0.262564	0.743166	0.380241	0.828752	0.476680	0.544378	0.848792	0.583711	
00012431	0.156808	0.742590	0.078639	0.901101	0.723701	0.153471	0.503894	0.405600	0.150729	0.246799	
00012432	0.326034	0.673392	0.220120	0.860453	0.776957	0.061486	0.681806	0.886592	0.335436	0.432575	
00012433	0.314062	0.873980	0.484985	0.973289	0.100481	0.589883	0.278806	0.325269	0.207920	0.608477	
00012434	0.894501	0.758250	0.515296	0.151505	0.919918	0.465559	0.820628	0.370134	0.506363	0.475870	
00012435	0.247024	0.617175	0.839009	0.123158	0.687153	0.462368	0.997898	0.440725	0.807960	0.476055	
00012436	0.310679	0.274817	0.413152	0.193804	0.114478	0.909336	0.751780	0.110841	0.022712	0.828481	
00012437	0.408869	0.336378	0.402176	0.257629	0.758840	0.159438	0.932643	0.530543	0.965059	0.369218	
00012438	0.708011	0.835724	0.952687	0.728177	0.746905	0.793980	0.712047	0.139221	0.346536	0.772114	
00012439	0.143638	0.385886	0.335098	0.223366	0.817719	0.672731	0.643918	0.648370	0.586910	0.245638	
00012440	0.871322	0.080347	0.133750	0.597042	0.599867	0.918995	0.925972	0.957599	0.293923	0.799403	
00012441	0.083156	0.865584	0.695436	0.174089	0.567870	0.561750	0.760682	0.664252	0.127899	0.789363	
00012442	0.461738	0.435374	0.922773	0.575221	0.824699	0.201390	0.158006	0.795803	0.001722	0.466752	
00012443	0.030389	0.172081	0.487525	0.458983	0.965822	0.255107	0.847029	0.423835	0.181658	0.895038	
00012444	0.753201	0.004296	0.505692	0.882938	0.047952	0.622201	0.981353	0.146592	0.270886	0.389588	
00012445	0.700043	0.652497	0.004626	0.006502	0.161864	0.376013	0.486846	0.483062	0.123862	0.952351	
00012446	0.214512	0.369690	0.188469	0.367411	0.830603	0.358952	0.932633	0.829857	0.738193	0.210042	
00012447	0.679905	0.376099	0.779639	0.162737	0.010454	0.028651	0.532654	0.307027	0.809125	0.161125	
00012448	0.557293	0.441342	0.610826	0.076292	0.657628	0.767375	0.699837	0.900244	0.533930	0.695112	
00012449	0.850679	0.516124	0.792457	0.901151	0.853070	0.237384	0.684406	0.536329	0.901086	0.207669	
00012450	0.558565	0.300115	0.837900	0.427892	0.369512	0.665913	0.961943	0.066751	0.093279	0.970875	
00012451	0.901774	0.478322	0.687358	0.546477	0.721737	0.748491	0.714543	0.173802	0.093120	0.635897	
00012452	0.419518	0.006247	0.081434	0.087037	0.387079	0.728439	0.742016	0.067376	0.597600	0.225692	
00012453	0.358128	0.171436	0.806141	0.588896	0.930988	0.814288	0.282242	0.821816	0.775368	0.258966	
00012454	0.488988	0.303557	0.134777	0.407885	0.472115	0.740083	0.870180	0.281619	0.855551	0.061324	
00012455	0.255962	0.744465	0.569914	0.612578	0.524491	0.644517	0.122703	0.802981	0.822900	0.054628	
00012456	0.929169	0.580893	0.574692	0.040347	0.035478	0.099002	0.391394	0.125425	0.294655	0.009251	
00012457	0.466757	0.701207	0.016103	0.047968	0.221722	0.999399	0.772514	0.380857	0.685681	0.161889	
00012458	0.254008	0.804664	0.934828	0.457422	0.808164	0.418096	0.834195	0.207236	0.125322	0.585286	
00012459	0.431218	0.851985	0.614780	0.819527	0.110694	0.075980	0.508379	0.183939	0.652324	0.086413	
00012460	0.702530	0.117721	0.668575	0.698852	0.440661	0.741253	0.998263	0.734556	0.272824	0.064688	
00012461	0.402330	0.657264	0.421773	0.549945	0.676509	0.999709	0.664267	0.758988	0.956709	0.539226	
00012462	0.181840	0.752951	0.702767	0.200926	0.460386	0.548969	0.095399	0.976667	0.415289	0.825690	
00012463	0.856251	0.702129	0.470697	0.637987	0.020421	0.593140	0.694871	0.682816	0.582690	0.354495	
00012464	0.584201	0.605118	0.408893	0.045330	0.690462	0.154412	0.607524	0.822622	0.701569	0.520716	
00012465	0.373579	0.038267	0.988636	0.720746	0.227203	0.636650	0.371712	0.161150	0.287707	0.531593	
00012466	0.221695	0.195150	0.485251	0.424304	0.217696	0.546074	0.019256	0.072402	0.134184	0.854037	
00012467	0.218994	0.330682	0.117263	0.515791	0.080096	0.284415	0.931363	0.477761	0.861674	0.812455	
00012468	0.522232	0.642833	0.858086	0.911281	0.540542	0.657726	0.220574	0.364938	0.307413	0.066165	
00012469	0.433423	0.217404	0.341976	0.749634	0.594133	0.994228	0.090330	0.652602	0.840432	0.228734	
00012470	0.741304	0.076910	0.316379	0.962075	0.074399	0.509888	0.546627	0.781377	0.542705	0.444996	
00012471	0.070450	0.980589	0.377527	0.757375	0.182205	0.205238	0.433097	0.623469	0.159402	0.142695	
00012472	0.847333	0.206759	0.869882	0.438088	0.412608	0.632437	0.529256	0.042760	0.395900	0.438271	
00012473	0.679880	0.983253	0.531433	0.455497	0.167774	0.683085	0.895519	0.553818	0.071992	0.945072	
00012474	0.136652	0.610371	0.025156	0.511583	0.882400	0.455128	0.070089	0.824507	0.141845	0.299146	
00012475	0.858402	0.247979	0.248355	0.233610	0.910465	0.084442	0.077133	0.524514	0.625010	0.098613	
00012476	0.199834	0.517958	0.723680	0.439687	0.430669	0.990491	0.197152	0.974536	0.048980	0.039924	
00012477	0.607340	0.712831	0.432381	0.144218	0.130754	0.039349	0.640477	0.531738	0.104747	0.566082	
00012478	0.543045	0.259869	0.261451	0.523388	0.506934	0.741321	0.320327	0.941745	0.201801	0.968834	
00012479	0.162325	0.114686	0.189409	0.403795	0.795820	0.586935	0.103026	0.771150	0.555307	0.706188	
00012480	0.005653	0.549669	0.214478	0.054964	0.599306	0.956611	0.560464	0.988440	0.548385	0.923279	
00012481	0.771485	0.218902	0.494895	0.364322	0.680394	0.399871	0.428826	0.542175	0.413831	0.405514	
00012482	0.764788	0.312176	0.033001	0.098576	0.466811	0.513642	0.710051	0.694500	0.382762	0.088958	
00012483	0.421069	0.973133	0.372624	0.609969	0.712032	0.793340	0.657516	0.471984	0.304590	0.225244	
00012484	0.056813	0.309190	0.356677	0.223401	0.289198	0.395412	0.949813	0.254753	0.970599	0.851103	
00012485	0.585747	0.946248	0.274707	0.580666	0.028525	0.160659	0.555008	0.175429	0.832680	0.603273	
00012486	0.174155	0.410562	0.264399	0.330510	0.498846	0.569453	0.094728	0.888765	0.766729	0.049481	
00012487	0.728611	0.010334	0.744515	0.746495	0.195308	0.597165	0.429279	0.704656	0.173360	0.737966	
00012488	0.534291	0.310069	0.131684	0.781607	0.963824	0.820855	0.309999	0.087997	0.016868	0.577651	
00012489	0.253064	0.155207	0.803084	0.119135	0.763097	0.993382	0.729679	0.661183	0.173456	0.390674	
00012490	0.917057	0.994083	0.304403	0.430989	0.612794	0.342612	0.197258	0.909388	0.437396	0.861628	
00012491	0.758195	0.450239	0.342846	0.145344	0.386298	0.000621	0.157105	0.733939	0.132377	0.981971	
00012492	0.887031	0.545218	0.659341	0.099509	0.911398	0.063048	0.227186	0.255023	0.795410	0.988713	
00012493	0.068798	0.262332	0.038964	0.513675	0.535851	0.465959	0.209904	0.163059	0.724884	0.803424	
00012494	0.183528	0.882541	0.772143	0.185055	0.749595	0.987232	0.397195	0.252856	0.088740	0.492620	
00012495	0.737073	0.103061	0.690085	0.725277	0.407871	0.039544	0.003315	0.665030	0.072569	0.286736	
00012496	0.696715	0.823563	0.927245	0.038609	0.341133	0.366574	0.644116	0.477921	0.020095	0.477480	
00012497	0.776993	0.427176	0.062019	0.175247	0.746898	0.170030	0.554864	0.487527	0.461899	0.455871	
00012498	0.501903	0.920345	0.687467	0.848634	0.805047	0.866659	0.919325	0.287241	0.125964	0.926414	
00012499	0.425497	0.528012	0.725695	0.829909	0.393994	0.638185	0.534051	0.665658	0.750232	0.020523	
00012500	0.611237	0.870835	0.846529	0.203962	0.775091	0.887071	0.155540	0.512189	0.644247	0.019516	
00012501	0.855772	0.352811	0.553800	0.487528	0.507751	0.764859	0.183942	0.625403	0.809144	0.193799	
00012502	0.670797	0.400152	0.842397	0.535436	0.394257	0.485279	0.994945	0.477548	0.495119	0.490433	
00012503	0.523592	0.597923	0.048919	0.195502	0.382814	0.068472	0.791770	0.333428	0.982135	0.060918	
00012504	0.298815	0.911518	0.758804	0.914187	0.883430	0.517868	0.408768	0.893524	0.392716	0.222910	
00012505	0.703969	0.132987	0.676000	0.282773	0.730391	0.406165	0.224675	0.361033	0.498823	0.027078	
00012506	0.381611	0.042167	0.874429	0.951048	0.766249	0.581705	0.390052	0.543945	0.369912	0.463506	
00012507	0.567685	0.401039	0.330943	0.683168	0.489068	0.966366	0.430876	0.184532	0.254001	0.744546	
00012508	0.887861	0.595708	0.518500	0.617910	0.407795	0.962553	0.073197	0.964658	0.310264	0.765264	
00012509	0.842949	0.919679	0.453945	0.548732	0.874206	0.998397	0.807724	0.857827	0.807998	0.497744	
00012510	0.898799	0.293776	0.179503	0.777954	0.247627	0.513527	0.085386	0.211436	0.325440	0.905758	
00012511	0.939003	0.545039	0.847399	0.233193	0.016970	0.722004	0.895469	0.516947	0.491662	0.712332	
00012512	0.815435	0.781682	0.046426	0.116576	0.097446	0.145835	0.879447	0.051135	0.966244	0.130357	
00012513	0.001358	0.327400	0.523596	0.353428	0.808405	0.186843	0.109379	0.414097	0.007623	0.068260	
00012514	0.003091	0.095263	0.232704	0.099620	0.981582	0.237704	0.072592	0.335540	0.257136	0.376289	
00012515	0.087469	0.441683	0.903274	0.380837	0.495456	0.919625	0.437663	0.347308	0.906094	0.333725	
00012516	0.260727	0.029077	0.541257	0.977993	0.429501	0.081660	0.889032	0.049203	0.432828	0.558987	
00012517	0.022799	0.675390	0.098685	0.614111	0.696100	0.695914	0.579116	0.231118	0.528964	0.109559	
00012518	0.424085	0.111590	0.857084	0.575922	0.218500	0.188683	0.972058	0.211458	0.240376	0.958595	
00012519	0.341065	0.199640	0.042738	0.449713	0.076260	0.817070	0.571903	0.204407	0.535443	0.101842	
00012520	0.541354	0.530162	0.142042	0.445774	0.460687	0.324381	0.315565	0.701963	0.430728	0.376227	
00012521	0.926169	0.627357	0.217498	0.407442	0.384181	0.800402	0.806490	0.181707	0.665055	0.005737	
00012522	0.298499	0.373597	0.777462	0.898586	0.240972	0.815938	0.477670	0.328831	0.642883	0.202760	
00012523	0.338085	0.606454	0.357606	0.416342	0.760443	0.317045	0.626379	0.254349	0.570431	0.834872	
00012524	0.859480	0.846389	0.025324	0.680156	0.965053	0.203282	0.211652	0.518789	0.710449	0.685350	
00012525	0.340478	0.701946	0.833780	0.035956	0.094925	0.161479	0.042016	0.569651	0.175592	0.719198	
00012526	0.138120	0.392874	0.363198	0.178071	0.779807	0.911362	0.091584	0.241950	0.048367	0.512011	
00012527	0.507799	0.571869	0.788562	0.093909	0.188638	0.707277	0.603466	0.155469	0.993432	0.572297	
00012528	0.856656	0.249774	0.879660	0.125196	0.009487	0.120678	0.635395	0.855819	0.872496	0.314870	
00012529	0.384314	0.727347	0.676508	0.188529	0.410077	0.640383	0.410150	0.273100	0.749727	0.420587	
00012530	0.695691	0.343329	0.545244	0.465441	0.141326	0.148950	0.695006	0.537113	0.815817	0.951880	
00012531	0.627904	0.078635	0.898889	0.171773	0.532759	0.081501	0.215297	0.640634	0.843044	0.936656	
00012532	0.450388	0.302231	0.099493	0.521054	0.557760	0.744787	0.076840	0.867024	0.885412	0.524288	
00012533	0.473618	0.300402	0.090939	0.675291	0.693440	0.192911	0.235644	0.972269	0.684424	0.743042	
00012534	0.949706	0.023221	0.034239	0.868890	0.876369	0.000707	0.159144	0.571198	0.404063	0.420439	
00012535	0.083498	0.176114	0.324174	0.756937	0.019635	0.021632	0.717123	0.765289	0.960569	0.943922	
00012536	0.279829	0.860919	0.166066	0.984232	0.686594	0.402198	0.998846	0.708996	0.797087	0.708329	
00012537	0.447007	0.655948	0.998079	0.219840	0.986430	0.591110	0.393584	0.966007	0.680999	0.535079	
